4.799896440472903869e-01,1.207744705827152654e+00
8.510763712456562713e-01,9.579890837835937090e-01
7.967953576372172053e-01,1.108209687150488509e+00
8.730663856724388827e-01,1.025916208455047718e+00
4.568348386032896613e-01,1.267830768507347106e+00
6.429861697811800614e-02,1.232269871875568246e+00
6.922616499741025553e-01,1.165380490915470801e+00
5.635964506029828014e-01,1.144295077628031843e+00
1.064910698841322834e+00,9.572332061855618468e-01
8.110189702973887860e-01,1.038636565299750014e+00
2.468248005997068228e-01,1.267198853688572990e+00
6.258637438115224327e-01,1.144686898157576183e+00
9.123066340276710928e-01,1.013855741079382033e+00
1.093849116845966529e+00,1.121974744464435902e+00
-4.932752614116783091e-02,1.449138976322545957e+00
-3.059651850864796296e-01,1.496126587566597888e+00
9.167570859997993538e-02,1.313975005390454864e+00
4.538776243868793414e-01,1.159293952335156197e+00
2.990221542736395954e-02,1.208617881480255507e+00
2.592823000364772867e-01,1.300191981115675910e+00
3.957204034818626037e-01,1.081857576109309660e+00
2.847995368675689254e-01,1.198566137294848177e+00
6.316744555523482463e-01,1.392168530092686263e+00
4.913116105562019831e-01,9.044887132722785328e-01
6.095312887236702393e-01,1.078406894794066595e+00
8.016167755577702225e-01,9.100606231128643975e-01
5.040452960583203801e-01,1.026889746713414597e+00
4.354145876331637632e-01,1.181485283105007333e+00
5.027506922707900561e-01,1.150181480721844673e+00
7.704421293690505435e-01,1.048596885181946492e+00
7.944231532041214905e-01,9.867817956168221105e-01
3.607441479035899956e-01,1.023724634367414454e+00
1.122727613743991215e-01,1.536237797791580428e+00
-5.850315073498387614e-02,1.525309812128713860e+00
7.131104425837049288e-01,1.099591691649565606e+00
3.394004122256663036e-01,1.210713455538195760e+00
1.021640518903206285e+00,1.026452241728284198e+00
5.297755864587194718e-01,1.136380726027513388e+00
4.972446113340566187e-01,1.190683395685814938e+00
1.371244820672287812e+00,6.195012254635896554e-01
9.131336270423990875e-01,1.136803295564343896e+00
3.699526771167984118e-01,9.869388420567354325e-01
1.778386249244362782e-01,1.175901317912531496e+00
8.524674707479041880e-01,9.221174571932212460e-01
2.818746661984313229e-01,1.329064878760649604e+00
8.250252281116605690e-01,1.098742396470332450e+00
2.889576079866629232e-01,1.273539875382747155e+00
6.313246393095908182e-01,1.111406879651238633e+00
-6.712493907149507111e-01,-1.968853364639205628e-01
-4.060671636640826310e-01,-2.254426410420703186e-01
-6.097616828481922102e-01,-3.381112765022681876e-01
5.170623662852439351e-01,-4.212770744125752254e-01
-2.296754429792342567e-01,-4.409214400330693784e-01
1.252369201593208081e-01,-2.932971147771801790e-01
-4.862310491669394885e-01,-2.513051598876136494e-01
8.028418939992457704e-01,-5.158821639889397959e-02
-3.110440859261222046e-01,-2.616728766924915073e-01
4.001632157871534701e-01,-2.465857350900294287e-01
9.827781267379969155e-01,-2.968313161189299887e-01
-9.450021415239792666e-02,-2.364852769126788157e-01
6.073933111685567710e-01,-4.415634597249824544e-01
-1.200825576081206436e-01,-3.519641686549012660e-01
1.590457291221996361e-01,-3.854707023729742055e-02
-4.542974312602237053e-01,-1.944685336017373534e-01
-9.444374787844610902e-03,-2.795002844223904992e-01
2.758760748895807136e-01,-1.220853915397544370e-01
3.043645372466943777e-01,-7.591145345581340464e-01
4.382702489484126551e-01,-2.165366488030083525e-01
-3.690092879673316784e-01,-4.143820304474995497e-01
8.199944331205038031e-03,-1.999530983125617778e-01
3.419192627667007323e-02,-6.654589936939707684e-01
1.262303076358959122e-02,-3.268240776866093156e-01
-2.002516893735337422e-01,-2.089820300579212642e-01
-3.555471885090019657e-01,-2.417256196063163887e-01
-4.231199437409461361e-01,-3.793934867537609446e-01
-5.010279963056238905e-01,-5.321173734610834538e-01
-9.263326013311078133e-02,-3.603720613678954021e-01
4.154202167996704498e-01,-5.161331432776028461e-02
5.362653254387564905e-01,-2.412179833506211402e-01
