5.775068118562184383e-01,-1.789302231470428217e-01
2.240950858610684659e-01,-1.787159624741001818e-01
-6.057116972969607549e-02,-6.130127365599483680e-01
8.595471839420960880e-02,-2.875117019720914158e-01
-4.636669106024894904e-01,-9.845664389949462802e-02
-4.963301077931120964e-01,-3.139491164678036017e-01
3.117132848338305950e-01,-6.326043612533599481e-01
5.808021678350462624e-02,-8.759078278534929152e-02
3.993182061614637401e-01,-3.254055831771738849e-01
3.372923619507072202e-01,-3.100498024120222906e-01
-1.663505146077197405e-01,-2.842791399179986911e-01
2.774273341680146832e-01,-2.513472974933801396e-01
8.241152436088516886e-01,-1.088411425206802646e-01
2.289113951298467065e-01,-2.702523473319768388e-01
4.175914360806350090e-02,-6.836104459211980733e-02
8.030528633859880527e-02,-1.720260165828844945e-01
-1.151683244907570763e-01,-2.123850944770232507e-01
6.877889679974736881e-01,-6.288493583940115046e-03
1.466338042070730041e-01,-2.045806281337407551e-01
-1.069489884332045060e+00,-8.166577653264893710e-01
-6.269203572679631076e-02,-7.832268542568732173e-01
-7.645360421198459377e-01,-9.981698209964479096e-01
-3.716102293333448658e-01,-7.390105436246249271e-01
-6.243858885281423632e-01,-9.352987533988315061e-01
-9.758814692830396487e-01,-1.243217526022025510e+00
5.694849593382754760e-01,-6.675004780503306367e-01
-6.573965679724732558e-01,-1.135080346708024379e+00
-2.604904703494587137e-01,-1.044262319171072040e+00
-1.347999289386227817e+00,-8.687476714258018928e-01
-6.364449826583701286e-01,-6.068140048027180766e-01
-2.967602834605311823e-01,-8.268258931764030928e-01
-6.608738783342720247e-01,-8.525200473789713573e-01
8.519416105749412493e-02,-9.193391857979463788e-01
-1.307848800450561455e-01,-1.127635202344464238e+00
-7.798954843370640155e-01,-7.442128513307220139e-01
-4.820579963826721048e-01,-6.826176365788254596e-01
-1.596201273625766914e+00,-7.693491026087813101e-01
-8.545823052927588037e-01,-1.574702161916220700e+00
2.937340864846632593e-01,-8.150365731687748694e-01
-9.067950125135864070e-01,-8.879941594233594637e-01
3.914274466407625767e-03,-8.126444230233786925e-01
-8.414442318101092999e-01,-1.381328848134389942e+00
-1.996630412116932873e-01,-7.026059149398943271e-01
-8.428004465546319324e-01,-7.213769644231905476e-01
-9.488339230978714012e-01,-6.719252607282996115e-01
-2.114309107669020693e-01,-6.335797719582620946e-01
-3.043800648670261788e-01,-5.527192075472161514e-01
-4.339495375869761307e-01,-9.326625584637603383e-01
-8.501049629750400127e-01,-5.449967337413450519e-01
-6.510580600468700574e-01,-1.181513538082075820e+00
-1.600735979786511942e+00,-6.081767246908709179e-01
-4.574481660516039883e-01,-9.895272500012939343e-01
-1.747366410449195107e-01,-5.440893238487276573e-01
5.121678250266881172e-02,-7.269503631888922790e-01
-1.061212539235019792e+00,-1.206489296998406457e+00
-1.034567034152523934e+00,-6.448998932035012732e-01
-5.120332356421422038e-01,-6.288803643380290742e-01
-2.624441973858203103e-01,-5.309277600971477051e-01
-7.363254376074997998e-01,-8.053346243849165420e-01
-8.400917530463166694e-01,-9.363291500510961818e-01
-8.114549470265289832e-01,-8.406545882184778273e-01
-9.026569335049230425e-01,-9.084380402620859662e-01
-1.039299892487512533e+00,-8.771209051472875773e-01
-6.899865327399604675e-01,-8.925208540289845116e-01
-1.187580707191400048e-01,-8.761254044515307537e-01
-5.188951118997374712e-01,-7.281290438343808180e-01
-9.555690333896199595e-01,-5.441087513387247165e-01
-2.507635858640708815e-01,-5.900736762602891705e-01
